rownumber,자치단체코드(신고지역),인허가번호,서비스id,데이터갱신구분,데이터갱신일자,서비스id명,사업장명,지번우편번호,지번주소,도로명우편번호,도로명주소,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업상태,상세영업상태,좌표정보(x),좌표정보(y),최종수정일자,업태구분명,전화번호,개관일자,객실수,건물용도명,건축연면적,기념품종류,기획여행보험시작일자,기획여행보험종료일자,놀이기구수내역,놀이시설수,무대면적,문화사업자구분명,문화체육업종명,박물관미술관유형명,박물관미술관종류명,발전시설유무,방송시설유무,법인명,법인설립목적,법인해산일자,보험기관명,보험시작일자,보험종료일자,부대시설내역,선박제원,선박척수,선박총톤수,설립_운영주체구분명,소요자금,승려수,시설규모,시설면적,신도수,안내소유무,영문상호명,영문상호주소,유래연혁,의무실유무,자본금,전통사찰명,제작취급품목내용,좌석수,주변환경명,준공일자,지상층수,지역구분명,지정취소,지정취소사유,지정취소일자,지하층수,창립연대,총층수,폐관사유,폐관일자,허가조건,회의실별동시수용인원
223,3330000,CDFI5272002016000006,03_07_08_P,U,2023-09-23 02:40:00,유원시설업(기타),타요키즈카페 부산좌동점,,부산광역시 해운대구 좌동 1485-5 좌동메디컬센타,48111,"부산광역시 해운대구 세실로 33, 좌동메디컬센타 2층 (좌동)",2016-07-14,,,,,영업/정상,영업중,398449.974768463,187599.341906768,2023-09-21 09:56:00,,912-0555,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
224,3330000,CDFI5272002017000001,03_07_08_P,U,2024-10-06 02:40:00,유원시설업(기타),BMW 키즈 드라이빙 존,,부산광역시 해운대구 중동 1411-1,48099,"부산광역시 해운대구 해운대해변로 296 (중동, 파라다이스호텔부산)",2017-03-03,,,,,영업/정상,영업중,397114.551436907,186672.768207318,2024-10-04 19:33:54,,749-2611,,0,,0,,,,,1,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
225,3330000,CDFI5272002017000002,03_07_08_P,U,2022-01-16 02:40:00,유원시설업(기타),릴리펏 마린시티점(폐),,부산광역시 해운대구 우동 1408 C1동,48120,"부산광역시 해운대구 마린시티2로 38, C1동 3층 (우동, 해운대아이파크)",2017-04-27,,,,,영업/정상,영업중,395164.437852508,186231.014715022,2022-01-14 15:26:06,,051-731-2218,,0,,0,,,,,1,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
226,3330000,CDFI5272002017000004,03_07_08_P,U,2022-02-11 02:40:00,유원시설업(기타),홈플러스센텀시티점 상상노리(폐),,부산광역시 해운대구 우동 1499,48059,"부산광역시 해운대구 센텀동로 6 (우동, 홈플러스센템시티점)",2017-09-15,,,,,영업/정상,영업중,394314.881157365,187833.00164775,2022-02-09 12:27:30,,746-9877,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
227,3330000,CDFI5272002017000007,03_07_08_P,U,2022-01-16 02:40:00,유원시설업(기타),맥스라이더 홈플러스 센텀시티점(폐),,부산광역시 해운대구 우동 1499 홈플러스센템시티점,48059,"부산광역시 해운대구 센텀동로 6, 3층 (우동)",2017-11-17,,,,,영업/정상,영업중,394314.881157365,187833.00164775,2022-01-14 15:26:40,,,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
228,3330000,CDFI5272002019000001,03_07_08_P,U,2024-11-14 02:40:00,유원시설업(기타),시크릿쥬쥬또봇키즈카페 센텀점,,"부산광역시 해운대구 우동 1499 홈플러스 센텀시티점 G4, 5호",48059,"부산광역시 해운대구 센텀동로 6, 홈플러스 센텀시티점 G4, 5호 (우동)",2019-12-23,,,,,영업/정상,영업중,394314.881157365,187833.00164775,2024-11-12 15:44:54,,051-747-9200,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,3330000,CDFI5272002020000001,03_07_08_P,U,2022-01-14 02:40:00,유원시설업(기타),우당탕탕놀이터,,부산광역시 해운대구 반송동 744-194 우당탕탕놀이터,48018,"부산광역시 해운대구 아랫반송로26번길 57-24, 우당탕탕놀이터 (반송동)",2020-06-02,,,,,영업/정상,영업중,395428.722072545,193820.899206308,2022-01-12 14:59:59,,051-544-2680,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
230,3330000,CDFI5272002024000001,03_07_08_P,I,2024-02-18 00:16:12,유원시설업(기타),러쉬 트램펄린 해운대점,,부산광역시 해운대구 좌동 1485-1 새삶빌딩,48111,"부산광역시 해운대구 세실로 39, 새삶빌딩 8층 (좌동)",2024-02-16,,,,,영업/정상,영업중,398419.574745114,187650.241293744,2024-02-16 10:01:30,,,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
231,3330000,CDFI5272002023000001,03_07_08_P,U,2024-06-21 02:40:00,유원시설업(기타),이모션VR,,부산광역시 해운대구 중동 1411-4 부산아쿠아리움,48100,"부산광역시 해운대구 해운대해변로 266, 부산아쿠아리움 (중동)",2023-01-27,,,,,영업/정상,영업중,396895.404308864,186608.240921178,2024-06-19 21:44:31,,051-740-1700,,0,,0,,,,,1,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
232,3330000,CDFI5272002018000003,03_07_08_P,U,2023-01-28 02:40:00,유원시설업(기타),주바운스클럽 트램폴린파크 해운대점(폐),,부산광역시 해운대구 좌동 1467-4 지팝건축물,48106,"부산광역시 해운대구 해운대로 813, 지팝건축물 11층 (좌동)",2018-10-19,,,,,영업/정상,영업중,398269.05154158,187874.778091232,2023-01-25 11:47:18,,051-704-9856,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
233,3330000,CDFI5272002022000001,03_07_08_P,U,2023-10-25 02:40:00,유원시설업(기타),라이언 홀리데이 인 부산,,부산광역시 해운대구 중동 1405-16 그랜드 조선 부산,48099,"부산광역시 해운대구 해운대해변로 292, 그랜드 조선 부산 지하2층 (중동)",2022-08-04,,,,,영업/정상,영업중,397022.971550345,186692.06462196,2023-10-23 17:04:23,,747-5058,,0,,0,,,,,1,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
234,3330000,CDFI5272002018000008,03_07_08_P,I,2019-01-01 02:20:34,유원시설업(기타),정글방방,,부산광역시 해운대구 반여동 1217-16번지 반여아시아드몰,48038,"부산광역시 해운대구 선수촌로 109-1, 반여아시아드몰 7층 (반여동)",2018-12-30,,,,,영업/정상,영업중,392954.815257868,191435.646014627,2018-12-30 17:37:29,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,3330000,CDFI5272002021000001,03_07_08_P,U,2022-02-05 02:40:00,유원시설업(기타),키즈런,,부산광역시 해운대구 우동 1495 신세계백화점센텀시티점,48058,"부산광역시 해운대구 센텀남대로 35, 신세계백화점센텀시티점 4층 (우동)",2021-02-03,,,,,영업/정상,영업중,393952.264486105,187602.933160728,2022-02-03 17:28:44,,,,0,,0,,,,,1,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
236,3340000,CDFI5272002019000001,03_07_08_P,U,2022-01-27 02:40:00,유원시설업(기타),영어 키즈팡팡,,부산광역시 사하구 신평동 452-23,49419,"부산광역시 사하구 하신중앙로 176, 6층 (신평동)",2019-02-08,2022-01-20,,,,폐업,폐업,378912.739505959,179033.689442325,2022-01-25 14:14:19,,051-201-3441,,,근린생활시설,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,학교정화(상대),,,일반주거지역,,,,,,,,,,
237,3340000,CDFI5272002019000002,03_07_08_P,U,2020-11-13 02:40:00,유원시설업(기타),강변휴게소,,부산광역시 사하구 하단동 1149-4,49300,"부산광역시 사하구 낙동남로1233번길 30, 1층 (하단동)",2019-02-08,2020-08-28,,,,폐업,폐업,377477.951005412,180773.905698016,2020-11-11 14:12:49,,051-292-1092,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,3340000,CDFI5272002019000003,03_07_08_P,U,2019-10-03 02:40:00,유원시설업(기타),키즈팡팡 다대점,,부산광역시 사하구 다대동 308-2번지 일영빌딩,49520,"부산광역시 사하구 다대로 485, 일영빌딩 B동 8층 801호 (다대동)",2019-03-28,2019-09-30,,,,폐업,폐업,380191.099082637,175359.769070119,2019-10-01 09:24:42,,051-265-3699,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,3340000,CDFI5272002011000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),삼성놀이랜드,604-852,부산광역시 사하구 하단동 526-9번지,,부산광역시 사하구 낙동남로 1417  (하단동),2011-03-14,2011-05-11,,,,폐업,폐업,379230.407334677,180384.813812939,2011-05-11 14:48:13,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,3340000,CDFI5272002011000003,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),하단놀이랜드,604-852,부산광역시 사하구 하단동 512-12번지,604-852,부산광역시 사하구 낙동대로485번길 20 (하단동),2011-12-20,2012-05-25,,,,폐업,폐업,379182.507130793,180498.976391519,2012-05-25 15:44:53,,205-5725,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,3340000,CDFI5272002014000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),하늘방방,604-828,부산광역시 사하구 당리동 317-12번지,49328,부산광역시 사하구 낙동대로 406 (당리동),2014-12-11,2018-04-06,,,,폐업,폐업,379915.909523712,180075.941456066,2018-04-06 10:33:01,,051-926-9239,,,,,,,,,0,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,3340000,CDFI5272002015000001,03_07_08_P,U,2018-09-13 23:59:59,유원시설업(기타),점핑방방,604-851,부산광역시 사하구 하단동 1157-12번지,49301,부산광역시 사하구 하신번영로 405 (하단동),2015-01-14,2018-09-13,,,,폐업,폐업,378630.627283942,181539.924992625,2018-09-13 17:17:05,,,,,,,,,,,0,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,3340000,CDFI5272002016000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),홈런짱동아대점,,부산광역시 사하구 하단동 477-8번지 6층,49303,"부산광역시 사하구 낙동대로 551, 6층 (하단동)",2016-05-03,2018-04-06,,,,폐업,폐업,378950.521165977,181068.951171589,2018-04-06 18:15:26,,,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,3340000,CDFI5272002016000002,03_07_08_P,U,2019-02-09 02:40:00,유원시설업(기타),장난감 이야기,,부산광역시 사하구 하단동 499-36번지,49308,부산광역시 사하구 낙동대로519번길 14 (하단동),2016-06-17,2019-02-07,,,,폐업,폐업,379049.37612147,180798.079629253,2019-02-07 17:57:13,,,,,,,,,,,0,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,3340000,CDFI5272002016000003,03_07_08_P,U,2022-09-03 02:40:00,유원시설업(기타),치킨신드롬 감천점,,부산광역시 사하구 감천동 824-0,49361,"부산광역시 사하구 감천로 9, 1층 (감천동)",2016-07-15,2022-08-31,,,,폐업,폐업,381778.938130295,178840.385984833,2022-09-01 09:31:52,,0512059933,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,3340000,CDFI5272002016000004,03_07_08_P,U,2019-08-25 02:40:00,유원시설업(기타),토닥토닥키즈스터디,,부산광역시 사하구 다대동 96-5번지,49516,"부산광역시 사하구 다송로 71, 3층 306~308호 (다대동)",2016-08-09,2019-08-23,,,,폐업,폐업,380943.36103314,175451.169605135,2019-08-23 12:22:19,,051-263-9973,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,3340000,CDFI5272002016000005,03_07_08_P,U,2019-09-01 02:40:00,유원시설업(기타),베리베리키즈카페,,부산광역시 사하구 괴정동 961-6번지 하정빌딩 7층,49358,"부산광역시 사하구 사하로186번길 6, 7층 (괴정동, 하정빌딩)",2016-08-09,2019-08-27,,,,폐업,폐업,381775.316066062,179521.315137958,2019-08-30 15:48:15,,051-202-5988,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,3340000,CDFI5272002016000006,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),올래인형뽑기방,,부산광역시 사하구 하단동 490-31번지,49308,부산광역시 사하구 낙동남로1423번길 144 (하단동),2016-12-05,2017-03-02,,,,폐업,폐업,378952.749182919,181017.259949739,2018-01-15 10:36:31,,,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,3340000,CDFI5272002016000007,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),다오소,,부산광역시 사하구 하단동,49309,부산광역시 사하구 낙동대로519번길 9 (하단동),2016-12-05,2018-03-27,,,,폐업,폐업,379061.672913687,180774.470929119,2018-03-27 17:36:02,,,,,,,,,,,2,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,3340000,CDFI5272002016000008,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),팡팡인형뽑기 하단점,,부산광역시 사하구 하단동 526-12번지,49311,"부산광역시 사하구 낙동남로1423번길 3, 1층 (하단동)",2016-12-08,2017-12-14,,,,폐업,폐업,379287.746810279,180376.706250078,2017-12-14 18:01:25,,,,,,,,,,,2,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,3340000,CDFI5272002016000009,03_07_08_P,U,2018-11-03 02:36:16,유원시설업(기타),뽑아가게,,부산광역시 사하구 감천동 682-1번지 감천현대아파트 상가101동 5호,49446,"부산광역시 사하구 감천로 38, 상가101동 5호 (감천동, 감천현대아파트)",2016-12-19,2018-10-31,,,,폐업,폐업,381998.735749086,178655.837356249,2018-11-01 10:15:44,,,,,,,,,,,2,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,3340000,CDFI5272002017000001,03_07_08_P,U,2021-06-02 02:40:00,유원시설업(기타),노리파크 다대점,,부산광역시 사하구 다대동 1577-7,49521,"부산광역시 사하구 다송로 68, 3층 (다대동)",2017-01-03,2021-05-31,,,,폐업,폐업,380875.760532062,175447.637827183,2021-05-31 11:25:05,,0512615289,,,,,,,,붕붕뜀틀,2,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,3340000,CDFI5272002017000002,03_07_08_P,U,2019-09-05 02:40:00,유원시설업(기타),점프노리스포츠 괴정점,,부산광역시 사하구 괴정동 966-1번지 6층,49355,"부산광역시 사하구 사하로 200, 6층 (괴정동, 패션그룹형지빌딩)",2017-01-05,2019-09-01,,,,폐업,폐업,381721.386144221,179650.592845187,2019-09-03 15:19:35,,0512055668,,,,,,,,,2,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,3340000,CDFI5272002017000006,03_07_08_P,U,2019-04-14 02:40:00,유원시설업(기타),키키맘,,부산광역시 사하구 당리동 312-5번지,49316,"부산광역시 사하구 승학로 45-1, 2층 (당리동, 유원빌딩)",2017-04-14,2019-04-12,,,,폐업,폐업,379879.064441762,180330.541540771,2019-04-12 11:51:42,,051-913-7771,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,3340000,CDFI5272002017000007,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),점프노리 키즈카페 다대포점,,부산광역시 사하구 다대동 1548번지,49501,"부산광역시 사하구 다대낙조2길 85, 4층 402호 (다대동)",2017-07-03,2018-07-05,,,,폐업,폐업,378889.264694876,174422.480246459,2018-07-05 09:48:33,,051-261-1245,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,3340000,CDFI5272002017000008,03_07_08_P,U,2019-08-30 02:40:00,유원시설업(기타),야사노 하단점,,부산광역시 사하구 하단동 526-17번지,49311,"부산광역시 사하구 낙동남로 1419, 2층 (하단동)",2017-09-19,2019-08-28,,,,폐업,폐업,379255.767723757,180379.560050102,2019-08-28 15:49:28,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,3340000,CDFI5272002017000004,03_07_08_P,U,2022-08-11 02:40:00,유원시설업(기타),스위트 팡팡 키즈카페,,부산광역시 사하구 하단동 1186-5,49430,"부산광역시 사하구 하신번영로207번길 17, 3층 (하단동)",2017-03-27,2022-08-08,,,,폐업,폐업,378389.568711178,179562.889165568,2022-08-09 09:03:17,,051-204-5888,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
3,3340000,CDFI5272002020000003,03_07_08_P,U,2025-02-19 02:40:00,유원시설업(기타),꼬마대통령 하단점,,부산광역시 사하구 하단동 492-2 대우에덴프라자 303호,49324,"부산광역시 사하구 낙동대로 542, 3층 303호 (하단동, 대우에덴프라자)",2020-04-01,,,,,영업/정상,영업중,379052.480675244,181034.181864204,2025-02-17 15:57:58,,051-203-2330,,0,근린생활시설,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,학교정화(상대),,0,준주거지역,,,,0,,0,,,,0
258,3340000,CDFI5272002017000005,03_07_08_P,U,2022-12-28 02:40:00,유원시설업(기타),낫개 야구장,,부산광역시 사하구 다대동 1577-14,49521,부산광역시 사하구 다송로68번길 19 (다대동),2017-04-07,2022-12-26,,,,폐업,폐업,380806.276276356,175383.836457219,2022-12-26 14:26:53,,,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
4,3340000,CDFI5272002019000004,03_07_08_P,U,2025-02-20 02:40:00,유원시설업(기타),꼬마대통령,,부산광역시 사하구 다대동 1575-2,49521,"부산광역시 사하구 다송로72번길 64, 3층 (다대동)",2019-04-23,,,,,영업/정상,영업중,380630.49786312,175280.746095452,2025-02-18 16:17:06,,051-262-1817,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
259,3340000,CDFI5272002020000002,03_07_08_P,U,2020-11-20 02:40:00,유원시설업(기타),킨더타운,,부산광역시 사하구 당리동 321-1 경성리치W아파트,49329,"부산광역시 사하구 낙동대로 388, 상가동 5층 501호 (당리동, 경성리치W아파트)",2020-01-08,2020-11-18,,,,폐업,폐업,380112.660261235,180021.207743134,2020-11-18 18:35:04,,051-714-3313,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,준주거지역,,,,,,,,,,
260,3340000,CDFI5272002024000001,03_07_08_P,U,2024-08-17 02:40:00,유원시설업(기타),키키카카,,부산광역시 사하구 하단동 1175-1,49430,"부산광역시 사하구 하신번영로 241, 2층 (하단동)",2024-03-12,2024-08-14,,,,폐업,폐업,378464.452213991,179907.358803018,2024-08-14 20:02:09,,,,0,근린생활시설,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,136,135.64,,,,,,,0,,,0,,,0,일반주거지역,,,,0,,0,,,,0
262,3340000,CDFI5272002019000005,03_07_08_P,U,2024-07-18 02:40:00,유원시설업(기타),큐리키즈카페,,부산광역시 사하구 다대동 309-2 현대빌딩,49520,"부산광역시 사하구 다대로 483, 현대빌딩 6층 (다대동)",2019-06-14,,,,,영업/정상,영업중,380218.998121817,175382.738615908,2024-07-16 10:31:23,,051-266-2999,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
263,3340000,CDFI5272002019000006,03_07_08_P,U,2023-09-14 02:40:00,유원시설업(기타),키즈몬 괴정점,,부산광역시 사하구 괴정동 955-4,49358,"부산광역시 사하구 사하로 182, IDS 아델하임 2층 203, 208~209호 (괴정동)",2019-10-21,,,,,영업/정상,영업중,381790.208722448,179478.429292997,2023-09-12 14:00:44,,051-208-8844,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
264,3340000,CDFI5272002022000001,03_07_08_P,U,2024-09-21 02:40:00,유원시설업(기타),나누리카페,,부산광역시 사하구 감천동 759,49448,"부산광역시 사하구 감천항로 7, 1층 (감천동)",2022-02-08,,,,,영업/정상,영업중,382225.623128624,178265.526173075,2024-09-19 13:19:13,,051-206-9470,,0,,0,,,,,1,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
267,3340000,CDFI5272002022000002,03_07_08_P,U,2024-12-28 02:40:00,유원시설업(기타),잼팍어드벤쳐하단점,,부산광역시 사하구 하단동 526-6 아트몰링,49311,"부산광역시 사하구 낙동남로 1413, 아트몰링 12층 (하단동)",2022-11-25,,,,,영업/정상,영업중,379212.079721725,180390.068955488,2024-12-24 09:15:53,,051-984-1000,,0,,0,,,,,1,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
268,3340000,CDFI5272002011000002,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),디스놀이랜드,604-852,부산광역시 사하구 하단동 528-2번지,604-852,부산광역시 사하구 낙동대로 481 (하단동),2011-11-16,,,,,취소/말소/만료/정지/중지,등록취소,379292.023895326,180473.819330348,2015-01-14 11:05:26,,,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,3340000,CDFI5272002020000001,03_07_08_P,U,2024-11-30 02:40:00,유원시설업(기타),꼬마대통령 주니어,,부산광역시 사하구 다대동 382-7 402~3호,49525,"부산광역시 사하구 다대로 613, 4층 402~3호 (다대동)",2020-01-02,2024-11-27,,,,취소/말소/만료/정지/중지,직권말소,379765.992331912,174289.976688419,2024-11-28 11:05:41,,,,0,근린생활시설,0,,,,"트램폴린(붕붕뜀틀), 미니농구, 오토바이타기, 에어하키, 자동차경주, 뮤직댄스",0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,학교정화(상대),,0,준공업지역,,,,0,,0,,,,0
7,3340000,CDFI5272002017000003,03_07_08_P,U,2025-04-18 02:40:00,유원시설업(기타),트램폴린파크 다대점,,부산광역시 사하구 다대동 1014 지하1층,49497,"부산광역시 사하구 윤공단로75번길 43, 지하1층 (다대동, 경원빌딩)",2017-02-01,,,,,영업/정상,영업중,379278.636974213,175057.154813015,2025-04-16 14:23:56,,051-264-8288,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
270,3350000,CDFI5272002019000002,03_07_08_P,U,2023-10-08 02:40:00,유원시설업(기타),주식회사 펏스원 부산대 1호점,,부산광역시 금정구 장전동 401-20,46288,"부산광역시 금정구 부산대학로 62, 1층 (장전동)",2019-03-19,2023-10-04,,,,폐업,폐업,389711.868260709,194492.669076983,2023-10-06 14:26:07,,051-301-9237,,0,,0,,,,,1,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,162,161.55,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
271,3350000,CDFI5272002019000003,03_07_08_P,U,2020-09-19 02:40:00,유원시설업(기타),방방키즈카페,,부산광역시 금정구 남산동 23-6,46214,"부산광역시 금정구 중앙대로 2096, 3층 (남산동)",2019-05-09,2020-09-16,,,,폐업,폐업,390388.167285664,198905.267900222,2020-09-17 07:33:34,,,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,135,135.33,,,,,,,,,,,,,,,,,,,,,,,,
272,3350000,CDFI5272002016000004,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),패밀리게임장,,부산광역시 금정구 장전동 415-3번지,46291,부산광역시 금정구 금정로68번길 7 (장전동),2016-12-02,2017-04-19,,,,폐업,폐업,389920.723792548,194384.930962376,2017-04-19 18:32:32,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,3350000,CDFI5272002016000005,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),픽미픽미,,부산광역시 금정구 장전동 423-15번지,46293,부산광역시 금정구 금강로 248-4 (장전동),2016-12-02,2018-03-05,,,,폐업,폐업,389738.500751034,194306.899345806,2018-03-06 17:26:04,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,3350000,CDFI5272002016000006,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),부대사격장,,부산광역시 금정구 장전동 415-16번지,46291,부산광역시 금정구 금정로68번길 13 (장전동),2016-12-06,2017-12-26,,,,폐업,폐업,389951.046344751,194377.002711416,2017-12-26 16:04:20,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,3350000,CDFI5272002016000001,03_07_08_P,U,2020-05-10 02:40:00,유원시설업(기타),야사노,,부산광역시 금정구 장전동 302-9번지,46292,"부산광역시 금정구 금정로60번길 24 (장전동, 해자빌딩)",2016-04-26,2020-05-07,,,,폐업,폐업,389969.69990631,194245.391458314,2020-05-08 09:05:34,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,3350000,CDFI5272002016000002,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),펀앤조이플레이파크,,부산광역시 금정구 장전동 643-306번지,46292,부산광역시 금정구 금정로60번길 46 (장전동),2016-10-11,2017-12-15,,,,폐업,폐업,390082.64028243,194221.616621617,2017-12-15 17:42:52,,,,,,,,,,,2,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
